Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,6756637,8,844579.6,774397.5,487156,1350911,386327.3,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x16_aligna2_alignc8_execute_kernel__5x_cudnn
0.0,6383606,108,59107.5,57742.5,56639,80094,4186.6,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::Half, at::native::func_wrapper_t<c10::Half, at::native::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, (int)4, (int)4>>(T3)"
0.0,6014679,224,26851.2,25967.5,25247,98685,7199.0,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn
0.0,5960708,226,26374.8,25728.0,6912,87070,6701.8,sm80_xmma_wgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x256x32_stage3_warpsize2x4x1_g1_tensor16x8x16_execute_kernel__5x_cudnn
0.0,5666872,432,13117.8,13056.0,8384,17951,4603.8,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
0.0,5619989,432,13009.2,12992.0,12831,13247,74.3,ampere_fp16_s16816gemm_fp16_128x128_ldg8_relu_f2f_stages_64x3_tn
0.0,4962588,864,5743.7,5695.0,5216,7296,291.5,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::BUnaryFunctor<long long, long long, long long, at::native::remainder_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long long, long long) (instance 1)]>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,4545614,216,21044.5,21024.0,20767,23584,198.1,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_64x4_nt
0.0,3919483,432,9072.9,9087.0,8896,9216,48.9,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_relu_f2f_tn
0.0,3752846,2484,1510.8,1472.0,1312,4992,148.2,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __half, __half, float, __half, (bool)0, __half, __half, __half, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
0.0,3549743,140,25355.3,9151.0,4512,334616,50380.4,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage3_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn
0.0,3531018,24,147125.8,92909.5,7488,383383,143970.6,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn
0.0,3214995,116,27715.5,7008.0,6847,1208259,156493.0,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_stages_32x1_nt
0.0,3140023,26,120770.1,88702.0,8480,471893,130289.2,sm80_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn
0.0,3117400,108,28864.8,28863.0,27904,30656,417.9,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_tn_align8>(T1::Params)
0.0,3033984,432,7023.1,7008.0,6911,7136,39.0,ampere_fp16_s16816gemm_fp16_64x64_ldg8_relu_f2f_stages_64x5_tn
0.0,3027799,2808,1078.3,1024.0,960,1440,119.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::batch_norm_calc_invstd(const at::Tensor &, const at::Tensor &, double)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,2953034,2268,1302.0,1152.0,1119,3008,271.8,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::native::templates::cuda::uniform_and_transform<c10::Half, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::bernoulli_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<c10::Half, float, float4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::uniform_and_transform<c10::Half, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::bernoulli_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::bernoulli_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, float) (instance 1)]>(long long, at::PhiloxCudaState, T3, T4)"
0.0,2725939,438,6223.6,6752.0,4383,7647,1060.6,ampere_fp16_s16816gemm_fp16_64x64_ldg8_f2f_stages_64x5_nn
0.0,2721925,324,8401.0,8352.0,8159,8704,109.7,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
0.0,2639553,16,164972.1,2032.0,1280,1217315,410906.9,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, __half, float, (bool)1, (bool)0, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)"
0.0,2469479,2268,1088.8,1088.0,896,2112,119.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,2230007,112,19910.8,19903.0,19520,20224,134.0,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nt
0.0,2135215,116,18407.0,12032.0,8735,354007,44576.3,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn
0.0,2131084,6,355180.7,112621.0,55359,901130,420708.6,"void cudnn::dgrad3d_filter2x2x2_stride2x2x2::Kernel_dgrad_3d_ndhwc_float<float, (bool)1, (int)2, (int)2, (int)2, (int)2, (int)2, (int)2, (int)1, (int)1, (int)1>(cudnn::dgrad3d_filter2x2x2_stride2x2x2::KernelParams)"
0.0,2112143,8,264017.9,259162.0,54943,479829,222860.2,"void cudnn::engines_precompiled::setTensor5d_kernel<__half, float, (int)8, (int)8, (int)8>(cudnnTensorStruct, T1 *, T2)"
0.0,2092054,864,2421.4,2400.0,2240,3616,89.7,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::BUnaryFunctor<long long, long long, long long, at::native::binary_internal::div_trunc_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long long, long long) (instance 1)]>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,1975840,864,2286.9,2272.0,2208,2848,51.5,"void at_cuda_detail::cub::DeviceRadixSortHistogramKernel<at_cuda_detail::cub::detail::radix::policy_hub<long long, at::cuda::cub::detail::OpaqueType<(int)8>, unsigned long long>::Policy1000, (bool)0, long long, unsigned long long, at_cuda_detail::cub::detail::identity_decomposer_t>(T4 *, const T3 *, T4, int, int, T5)"
0.0,1968749,864,2278.6,2272.0,2239,6944,160.3,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
0.0,1867326,124,15059.1,9472.0,7327,110558,20348.7,sm80_xmma_wgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn
0.0,1696897,216,7856.0,7871.0,7744,8096,35.3,ampere_fp16_s16816gemm_fp16_64x64_ldg8_f2f_stages_64x6_nt
0.0,1661529,14,118680.6,68046.5,35679,290745,84573.5,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn
0.0,1655099,864,1915.6,1920.0,1855,2720,40.7,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::AUnaryFunctor<long long, long long, long long, at::native::binary_internal::MulFunctor<long long>>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,1642779,120,13689.8,7936.0,7488,212827,27948.9,sm80_xmma_wgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn
0.0,1581153,112,14117.4,14143.0,13728,14559,121.8,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
0.0,1444454,112,12896.9,12960.0,11648,13504,317.5,void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_f16_64x64_32x6_tn_align8>(T1::Params)
0.0,1414974,10,141497.4,52686.5,8128,553075,216559.2,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x64_stage3_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn
0.0,1325312,2,662656.0,662656.0,662512,662800,203.6,sm80_xmma_dgrad_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x256x32_stage3_warpsize2x4x1_g1_tensor16x8x16_execute_kernel__5x_cudnn
0.0,1318465,108,12208.0,12287.0,11680,12384,171.0,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_tn
0.0,1228519,648,1895.9,2016.0,1440,2880,230.1,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __half, float, __half, (bool)0, __half, __half, __half, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
0.0,1214798,216,5624.1,5615.5,4352,6912,1207.1,ampere_fp16_s16816gemm_fp16_64x64_ldg8_f2f_stages_64x5_tn
0.0,908910,864,1052.0,1056.0,1023,1536,34.0,"void at_cuda_detail::cub::DeviceRadixSortExclusiveSumKernel<at_cuda_detail::cub::detail::radix::policy_hub<long long, at::cuda::cub::detail::OpaqueType<(int)8>, unsigned long long>::Policy1000, unsigned long long>(T2 *)"
0.0,732302,394,1858.6,1824.0,1631,2272,77.0,void xmma__5x_cudnn::implicit_gemm::strided_dgrad_indexed::kernel_helper_stage_1<xmma__5x_cudnn::implicit_gemm::strided_dgrad_indexed::Params_pre_hopper>(T1)
0.0,664300,648,1025.2,992.0,928,1312,72.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,619341,112,5529.8,5536.0,5056,5856,114.7,ampere_s16816gemm_fp16_64x64_ldg8_stages_64x5_tn
0.0,605741,394,1537.4,1536.0,1312,2112,161.7,"void xmma__5x_cudnn::implicit_gemm::strided_dgrad_indexed::kernel_helper_stage_2<xmma__5x_cudnn::implicit_gemm::strided_dgrad_indexed::Params_pre_hopper>(T1, int)"
0.0,528695,112,4720.5,4704.0,4512,5056,86.9,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nt
0.0,499574,432,1156.4,1152.0,1055,1376,91.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
0.0,445236,394,1130.0,1120.0,1056,2240,114.0,void xmma__5x_cudnn::implicit_gemm::strided_dgrad_indexed::kernel_helper_stage_0<xmma__5x_cudnn::implicit_gemm::strided_dgrad_indexed::Params_pre_hopper>(T1)
0.0,389333,336,1158.7,1056.0,864,1536,247.8,"void cudnn::cnn::reduce_wgrad_nchw_helper<float, __half>(void *, const void *, T1, int, int)"
0.0,370260,224,1652.9,1600.0,1472,1920,136.0,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)0, float, float, float, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
0.0,353401,6,58900.2,51823.0,51039,74271,11555.6,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x64_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn
0.0,330296,12,27524.7,18336.0,7039,65630,22172.8,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x64_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn
0.0,310520,12,25876.7,2272.0,1248,133661,46416.0,"void cudnn::engines_precompiled::nchwToNhwcKernel<__half, float, float, (bool)0, (bool)1, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)"
0.0,243608,216,1127.8,1120.0,1088,1312,28.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,241528,216,1118.2,1120.0,1056,1248,27.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,229369,108,2123.8,2112.0,2048,2176,20.8,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernelTemplate<float, float, (unsigned int)32, (unsigned int)8, (unsigned int)64, (bool)0, (bool)1>(long long, long long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)"
0.0,219193,108,2029.6,2016.0,1791,2304,46.6,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4, (int)4>>(T3)"
0.0,214107,14,15293.4,15231.5,9632,20799,2255.8,"void tensorTransformGeneric<__half, __half, float, (bool)1, (bool)0, (bool)0, (cudnnKernelDataType_t)0>(cudnnTensorTransformStruct, tensorTransformParams, int, unsigned long long, const T1 *, T2 *, T3, T3)"
0.0,211547,216,979.4,992.0,960,1024,17.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,165756,108,1534.8,1536.0,1472,1952,48.5,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,161020,4,40255.0,40303.0,38879,41535,1411.1,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_execute_kernel__5x_cudnn
0.0,122878,108,1137.8,1120.0,1088,1248,25.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnOther_add<float>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,98877,6,16479.5,11168.0,7871,30495,10817.5,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x64_stage3_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn
0.0,96030,108,889.2,896.0,864,896,13.2,"void at::native::<unnamed>::nll_loss2d_forward_size_average_kernel<float>(T1 *, const T1 *)"
0.0,74847,4,18711.8,18880.0,9824,27263,9824.4,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x16_t1r1s1_execute_kernel__5x_cudnn
0.0,62398,4,15599.5,15599.5,8991,22208,7630.3,"void cudnn::engines_precompiled::convertTensor_kernel<__half, float, float, (cudnnKernelDataType_t)2>(T3, const T1 *, T3, T2 *, unsigned long long)"
0.0,44094,2,22047.0,22047.0,21791,22303,362.0,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x256x32_stage3_warpsize2x4x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn
0.0,39583,4,9895.8,9888.0,5920,13887,4481.6,sm80_xmma_wgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage5_warpsize2x2x1_g1_tensor16x8x16_t1r1s1_execute_kernel__5x_cudnn
0.0,35968,26,1383.4,1376.0,1248,1600,57.5,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], std::array<char *, (unsigned long long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,35391,26,1361.2,1376.0,1184,1536,52.2,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 1)]::operator ()() const::[lambda(double) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
0.0,33823,26,1300.9,1312.0,1280,1312,15.5,"at::native::amp_update_scale_cuda_kernel(float *, int *, const float *, double, double, int)"
0.0,17888,2,8944.0,8944.0,8928,8960,22.6,"void cudnn::engines_precompiled::convertTensor_kernel<float, __half, float, (cudnnKernelDataType_t)0>(T3, const T1 *, T3, T2 *, unsigned long long)"
0.0,9984,2,4992.0,4992.0,4928,5056,90.5,sm80_xmma_wgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_warpsize2x2x1_g1_tensor16x8x16_t1r1s1_execute_kernel__5x_cudnn
0.0,8768,6,1461.3,1472.0,1344,1536,66.1,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, __half, float, (bool)0, (bool)1, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)"
0.0,800,1,800.0,800.0,800,800,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long long)1>>(int, T2, T3)"
